,image_name,labels
77,image-poster-16-6.png,stipple
78,image-jitter-24-8.png,stipple
79,image-neg-32-10.png,stipple
80,image-cc-28-7.png,stipple
81,image-original-17-1.png,stipple
82,image-cc-26-8.png,stipple
83,image-noise01-10-9.png,stipple
84,image-stipple-27-1.png,stipple
85,image-noise01-4-3.png,stipple
86,image-noise01-40-5.png,stipple
87,image-noise02-7-1.png,stipple
88,image-neg-11-9.png,stipple
89,image-emboss-32-9.png,stipple
90,image-poster-9-3.png,stipple
91,image-smooth-3-3.png,stipple
92,image-poster-25-9.png,stipple
93,image-poster-10-1.png,stipple
94,image-noise02-28-3.png,stipple
95,image-emboss-21-2.png,stipple
96,image-original-13-4.png,stipple
97,image-neg-1-10.png,stipple
98,image-noise01-40-4.png,stipple
99,image-con-28-4.png,stipple
100,image-cc-15-6.png,stipple
101,image-con-13-2.png,stipple
102,image-rot-32-9.png,stipple
103,image-noise01-2-4.png,stipple
104,image-original-8-2.png,stipple
105,image-emboss-6-7.png,stipple
106,image-con-17-6.png,stipple
107,image-jitter-16-1.png,stipple
108,image-noise02-25-9.png,stipple
109,image-stipple-26-7.png,stipple
110,image-noise02-36-3.png,stipple
111,image-poster-4-8.png,stipple
112,image-rot-35-8.png,stipple
113,image-emboss-22-7.png,stipple
114,image-smooth-24-4.png,stipple
115,image-stipple-9-6.png,stipple
116,image-jitter-11-10.png,stipple
117,image-cc-40-10.png,stipple
118,image-poster-22-9.png,stipple
119,image-original-5-9.png,stipple
120,image-jitter-27-10.png,stipple
121,image-cc-38-8.png,stipple
122,image-cc-5-5.png,stipple
123,image-original-30-5.png,stipple
124,image-con-14-10.png,stipple
125,image-emboss-39-5.png,stipple
126,image-noise02-16-7.png,stipple
127,image-jitter-39-10.png,stipple
128,image-neg-1-8.png,stipple
129,image-cc-21-9.png,stipple
130,image-rot-35-9.png,stipple
131,image-noise02-4-4.png,stipple
132,image-stipple-26-6.png,stipple
133,image-noise01-19-7.png,stipple
134,image-original-12-2.png,stipple
135,image-cc-1-1.png,stipple
136,image-rot-24-1.png,stipple
137,image-rot-39-6.png,stipple
138,image-emboss-3-7.png,stipple
139,image-rot-24-3.png,stipple
140,image-noise02-29-7.png,stipple
141,image-original-34-3.png,stipple
142,image-con-1-9.png,stipple
143,image-rot-13-8.png,stipple
144,image-original-36-1.png,stipple
145,image-smooth-19-7.png,stipple
146,image-original-16-4.png,stipple
147,image-emboss-24-2.png,stipple
148,image-emboss-37-8.png,stipple
149,image-original-9-6.png,stipple
150,image-con-16-2.png,stipple
151,image-rot-22-5.png,stipple
152,image-cc-36-5.png,stipple
153,image-neg-12-10.png,stipple
154,image-rot-22-4.png,stipple
155,image-poster-4-10.png,stipple
156,image-stipple-22-1.png,stipple
157,image-emboss-24-3.png,stipple
158,image-con-2-10.png,stipple
159,image-con-32-2.png,stipple
160,image-noise01-31-8.png,stipple
161,image-con-12-7.png,stipple
162,image-jitter-40-9.png,stipple
163,image-original-29-7.png,stipple
164,image-poster-6-8.png,stipple
165,image-jitter-2-5.png,stipple
166,image-original-29-3.png,stipple
167,image-con-10-1.png,stipple
168,image-jitter-18-8.png,stipple
169,image-jitter-30-4.png,stipple
170,image-smooth-19-2.png,stipple
171,image-emboss-39-2.png,stipple
172,image-con-32-6.png,stipple
173,image-original-23-8.png,stipple
174,image-original-9-3.png,stipple
175,image-cc-27-8.png,stipple
176,image-poster-17-6.png,stipple
177,image-smooth-4-4.png,stipple
178,image-jitter-4-6.png,stipple
179,image-cc-34-3.png,stipple
180,image-cc-5-3.png,stipple
181,image-con-14-4.png,stipple
182,image-jitter-6-4.png,stipple
183,image-poster-2-9.png,stipple
184,image-rot-7-8.png,stipple
185,image-jitter-18-9.png,stipple
186,image-emboss-3-3.png,stipple
187,image-emboss-15-9.png,stipple
188,image-rot-24-5.png,stipple
189,image-cc-30-5.png,stipple
190,image-emboss-3-10.png,stipple
191,image-con-34-3.png,stipple
192,image-noise02-36-6.png,stipple
193,image-con-27-9.png,stipple
194,image-poster-13-1.png,stipple
195,image-con-32-10.png,stipple
196,image-noise01-3-6.png,stipple
197,image-smooth-39-4.png,stipple
198,image-original-16-2.png,stipple
199,image-noise02-21-8.png,stipple
200,image-poster-17-5.png,stipple
201,image-jitter-36-1.png,stipple
202,image-cc-7-2.png,stipple
203,image-poster-37-10.png,stipple
204,image-original-2-10.png,stipple
205,image-neg-40-7.png,stipple
206,image-jitter-8-8.png,stipple
207,image-smooth-39-5.png,stipple
208,image-jitter-6-7.png,stipple
209,image-con-32-4.png,stipple
210,image-smooth-11-9.png,stipple
211,image-poster-35-3.png,stipple
212,image-jitter-14-7.png,stipple
213,image-con-29-7.png,stipple
214,image-emboss-31-9.png,stipple
215,image-con-12-1.png,stipple
216,image-poster-28-6.png,stipple
217,image-rot-28-9.png,stipple
218,image-emboss-19-5.png,stipple
219,image-emboss-1-2.png,stipple
220,image-original-29-1.png,stipple
221,image-jitter-18-7.png,stipple
222,image-smooth-32-10.png,stipple
223,image-poster-4-1.png,stipple
224,image-original-1-5.png,stipple
225,image-noise02-10-9.png,stipple
226,image-stipple-35-4.png,stipple
227,image-rot-5-4.png,stipple
228,image-original-7-3.png,stipple
229,image-noise01-22-10.png,stipple
230,image-con-5-7.png,stipple
231,image-smooth-8-10.png,stipple
232,image-jitter-25-7.png,stipple
233,image-noise01-35-6.png,stipple
234,image-rot-31-4.png,stipple
235,image-jitter-8-4.png,stipple
236,image-neg-12-5.png,stipple
237,image-jitter-32-10.png,stipple
238,image-cc-30-8.png,stipple
239,image-rot-11-1.png,stipple
240,image-stipple-39-8.png,stipple
241,image-original-34-8.png,stipple
242,image-noise02-29-10.png,stipple
243,image-poster-32-10.png,stipple
244,image-cc-18-4.png,stipple
245,image-rot-6-10.png,stipple
246,image-neg-10-7.png,stipple
247,image-neg-36-4.png,stipple
248,image-noise01-9-2.png,stipple
249,image-smooth-15-3.png,stipple
250,image-noise02-27-1.png,stipple
251,image-cc-18-6.png,stipple
252,image-stipple-13-10.png,stipple
253,image-noise01-33-2.png,stipple
254,image-stipple-1-5.png,stipple
255,image-smooth-17-1.png,stipple
256,image-neg-34-4.png,stipple
257,image-emboss-17-4.png,stipple
258,image-original-36-8.png,stipple
259,image-original-18-2.png,stipple
260,image-smooth-8-4.png,stipple
261,image-jitter-29-9.png,stipple
262,image-neg-7-5.png,stipple
263,image-smooth-28-3.png,stipple
264,image-con-7-6.png,stipple
265,image-rot-17-5.png,stipple
266,image-smooth-4-8.png,stipple
267,image-poster-31-8.png,stipple
268,image-original-21-7.png,stipple
269,image-jitter-27-7.png,stipple
270,image-neg-7-4.png,stipple
271,image-con-5-5.png,stipple
272,image-stipple-29-10.png,stipple
273,image-con-21-1.png,stipple
274,image-neg-1-2.png,stipple
275,image-noise02-38-7.png,stipple
276,image-neg-34-5.png,stipple
277,image-smooth-31-3.png,stipple
278,image-neg-25-9.png,stipple
279,image-poster-6-5.png,stipple
280,image-noise01-33-7.png,stipple
281,image-jitter-40-4.png,stipple
282,image-con-1-5.png,stipple
283,image-neg-17-10.png,stipple
284,image-noise01-7-8.png,stipple
285,image-rot-28-2.png,stipple
286,image-neg-1-6.png,stipple
287,image-emboss-22-8.png,stipple
288,image-noise02-40-3.png,stipple
289,image-original-24-10.png,stipple
290,image-emboss-11-7.png,stipple
291,image-stipple-31-6.png,stipple
292,image-noise01-28-4.png,stipple
293,image-smooth-26-9.png,stipple
294,image-rot-31-3.png,stipple
295,image-emboss-35-6.png,stipple
296,image-rot-40-10.png,stipple
297,image-con-7-3.png,stipple
298,image-neg-18-8.png,stipple
299,image-rot-22-8.png,stipple
300,image-original-5-6.png,stipple
301,image-jitter-38-5.png,stipple
302,image-cc-12-9.png,stipple
303,image-neg-14-5.png,stipple
304,image-emboss-31-3.png,stipple
305,image-poster-35-9.png,stipple
306,image-cc-21-6.png,stipple
307,image-rot-28-3.png,stipple
308,image-emboss-33-1.png,stipple
309,image-noise01-33-6.png,stipple
310,image-rot-37-4.png,stipple
311,image-noise01-9-6.png,stipple
312,image-neg-10-1.png,stipple
313,image-noise02-27-5.png,stipple
314,image-rot-39-9.png,stipple
315,image-smooth-15-5.png,stipple
316,image-jitter-23-4.png,stipple
317,image-con-38-7.png,stipple
318,image-con-39-10.png,stipple
319,image-neg-12-1.png,stipple
320,image-con-3-4.png,stipple
321,image-original-7-6.png,stipple
322,image-smooth-11-1.png,stipple
323,image-noise02-18-5.png,stipple
324,image-jitter-18-10.png,stipple
325,image-emboss-9-3.png,stipple
326,image-original-30-8.png,stipple
327,image-noise01-32-10.png,stipple
328,image-neg-30-6.png,stipple
329,image-neg-5-1.png,stipple
330,image-emboss-35-5.png,stipple
331,image-emboss-35-4.png,stipple
332,image-con-7-1.png,stipple
333,image-jitter-25-3.png,stipple
334,image-rot-1-4.png,stipple
335,image-neg-30-7.png,stipple
336,image-neg-16-4.png,stipple
337,image-poster-19-2.png,stipple
338,image-noise02-38-1.png,stipple
339,image-stipple-1-2.png,stipple
340,image-poster-4-5.png,stipple
341,image-poster-22-10.png,stipple
342,image-noise01-16-10.png,stipple
343,image-stipple-6-10.png,stipple
344,image-noise01-9-5.png,stipple
345,image-original-9-10.png,stipple
346,image-poster-39-7.png,stipple
347,image-stipple-11-1.png,stipple
348,image-con-25-3.png,stipple
349,image-rot-39-8.png,stipple
350,image-cc-8-3.png,stipple
351,image-poster-1-6.png,stipple
352,image-smooth-34-6.png,stipple
353,image-poster-18-5.png,stipple
354,image-emboss-34-3.png,stipple
355,image-con-6-6.png,stipple
356,image-original-20-6.png,stipple
357,image-stipple-6-3.png,stipple
358,image-smooth-9-4.png,stipple
359,image-emboss-10-2.png,stipple
360,image-rot-14-7.png,stipple
361,image-poster-14-8.png,stipple
362,image-rot-2-1.png,stipple
363,image-poster-5-2.png,stipple
364,image-smooth-16-1.png,stipple
365,image-rot-11-10.png,stipple
366,image-noise02-39-6.png,stipple
367,image-jitter-15-9.png,stipple
368,image-rot-12-1.png,stipple
369,image-cc-17-9.png,stipple
370,image-neg-2-1.png,stipple
371,image-original-20-10.png,stipple
372,image-poster-25-4.png,stipple
373,image-noise02-9-3.png,stipple
374,image-smooth-14-2.png,stipple
375,image-poster-7-1.png,stipple
376,image-smooth-32-1.png,stipple
377,image-stipple-15-10.png,stipple
378,image-emboss-16-5.png,stipple
379,image-noise02-19-2.png,stipple
380,image-emboss-8-4.png,stipple
381,image-smooth-36-5.png,stipple
382,image-smooth-5-8.png,stipple
383,image-emboss-34-2.png,stipple
384,image-neg-31-3.png,stipple
385,image-stipple-16-3.png,stipple
386,image-con-17-8.png,stipple
387,image-smooth-36-7.png,stipple
388,image-con-20-3.png,stipple
389,image-emboss-25-8.png,stipple
390,image-smooth-38-8.png,stipple
391,image-cc-26-7.png,stipple
392,image-stipple-2-10.png,stipple
393,image-neg-37-5.png,stipple
394,image-noise01-14-2.png,stipple
395,image-cc-31-9.png,stipple
396,image-cc-22-2.png,stipple
397,image-stipple-38-8.png,stipple
398,image-neg-2-3.png,stipple
399,image-original-35-8.png,stipple
400,image-con-24-6.png,stipple
401,image-neg-11-7.png,stipple
402,image-neg-37-4.png,stipple
403,image-rot-12-3.png,stipple
404,image-noise01-16-1.png,stipple
405,image-smooth-34-10.png,stipple
406,image-smooth-16-3.png,stipple
407,image-neg-35-6.png,stipple
408,image-jitter-26-4.png,stipple
409,image-smooth-38-9.png,stipple
410,image-noise02-22-7.png,stipple
411,image-stipple-32-3.png,stipple
412,image-con-33-8.png,stipple
413,image-con-23-10.png,stipple
414,image-cc-22-10.png,stipple
415,image-original-20-4.png,stipple
416,image-con-17-9.png,stipple
417,image-noise01-29-3.png,stipple
418,image-jitter-39-7.png,stipple
419,image-stipple-4-7.png,stipple
420,image-cc-8-5.png,stipple
421,image-jitter-37-8.png,stipple
422,image-poster-40-6.png,stipple
423,image-noise01-27-8.png,stipple
424,image-smooth-29-5.png,stipple
425,image-neg-33-4.png,stipple
426,image-jitter-13-9.png,stipple
427,image-original-22-2.png,stipple
428,image-stipple-29-4.png,stipple
429,image-jitter-19-2.png,stipple
430,image-original-28-9.png,stipple
431,image-neg-2-7.png,stipple
432,image-emboss-22-10.png,stipple
433,image-con-39-6.png,stipple
434,image-neg-11-2.png,stipple
435,image-smooth-32-7.png,stipple
436,image-stipple-36-2.png,stipple
437,image-con-2-5.png,stipple
438,image-emboss-40-9.png,stipple
439,image-rot-12-6.png,stipple
440,image-jitter-1-8.png,stipple
441,image-original-6-7.png,stipple
442,image-rot-40-8.png,stipple
443,image-cc-24-1.png,stipple
444,image-neg-17-4.png,stipple
445,image-con-33-10.png,stipple
446,image-stipple-16-5.png,stipple
447,image-jitter-39-4.png,stipple
448,image-con-22-7.png,stipple
449,image-poster-1-3.png,stipple
450,image-noise01-34-1.png,stipple
451,image-noise02-17-9.png,stipple
452,image-smooth-10-2.png,stipple
453,image-neg-33-7.png,stipple
454,image-noise01-25-9.png,stipple
455,image-rot-29-2.png,stipple
456,image-con-35-9.png,stipple
457,image-neg-13-2.png,stipple
458,image-noise01-8-7.png,stipple
459,image-neg-24-9.png,stipple
460,image-emboss-32-1.png,stipple
461,image-noise02-9-6.png,stipple
462,image-con-39-5.png,stipple
463,image-rot-10-7.png,stipple
464,image-rot-36-4.png,stipple
465,image-noise01-8-6.png,stipple
466,image-stipple-10-2.png,stipple
467,image-con-2-6.png,stipple
468,image-rot-14-3.png,stipple
469,image-jitter-26-2.png,stipple
470,image-noise02-19-7.png,stipple
471,image-cc-24-2.png,stipple
472,image-jitter-11-9.png,stipple
473,image-original-4-6.png,stipple
474,image-poster-1-2.png,stipple
475,image-neg-31-4.png,stipple
476,image-noise02-33-9.png,stipple
